frame,total_detections,per_class
631,2,"{'person': 1, 'tie': 1}"
632,2,"{'tie': 1, 'person': 1}"
633,2,"{'person': 1, 'tie': 1}"
634,2,"{'person': 1, 'tie': 1}"
635,2,"{'person': 1, 'tie': 1}"
636,2,"{'person': 1, 'tie': 1}"
637,2,"{'tie': 1, 'person': 1}"
638,2,"{'tie': 1, 'person': 1}"
639,2,"{'tie': 1, 'person': 1}"
640,2,"{'person': 1, 'tie': 1}"
641,2,"{'tie': 1, 'person': 1}"
642,2,"{'tie': 1, 'person': 1}"
643,2,"{'tie': 1, 'person': 1}"
644,2,"{'tie': 1, 'person': 1}"
645,2,"{'tie': 1, 'person': 1}"
646,2,"{'tie': 1, 'person': 1}"
647,2,"{'tie': 1, 'person': 1}"
648,2,"{'tie': 1, 'person': 1}"
649,2,"{'tie': 1, 'person': 1}"
650,2,"{'tie': 1, 'person': 1}"
